id,result
588,13
589,43
590,38
591,13
592,5
593,13
594,48
595,34
596,1
597,34
598,23
599,26
600,22
601,32
602,31
603,28
604,30
605,13
606,48
607,34
608,2
609,25
610,8
611,24
612,3
613,37
614,8
615,21
616,37
617,1
618,19
619,35
620,14
621,0
622,38
623,25
624,33
625,21
626,31
627,30
628,39
629,36
630,26
631,41
632,43
633,23
634,0
635,28
636,13
637,2
638,43
639,30
640,41
641,0
642,17
643,20
644,34
645,18
646,13
647,38
648,19
649,43
650,33
651,32
652,32
653,26
654,7
655,48
656,0
657,38
658,38
659,38
660,5
661,35
662,30
663,1
664,6
665,41
666,21
667,18
668,1
669,20
670,35
671,33
672,21
673,3
674,37
675,0
676,38
677,34
678,31
679,14
680,26
681,32
682,36
683,34
684,36
685,36
686,21
687,34
688,48
689,32
690,32
691,43
692,1
693,2
694,5
695,28
696,39
697,37
698,33
699,13
700,6
701,33
702,14
703,30
704,7
705,36
706,34
707,12
708,32
709,30
710,34
711,2
712,21
713,24
714,41
715,24
716,7
717,34
718,3
719,35
720,26
721,35
722,21
723,25
724,46
725,22
726,13
727,5
728,39
729,38
730,31
731,7
732,37
733,46
734,34
735,39
736,18
737,18
738,32
739,34
740,35
741,14
742,34
743,14
744,2
745,14
746,6
747,32
748,41
749,43
750,14
751,39
752,6
753,22
754,28
755,6
756,23
757,39
758,17
759,17
760,36
761,39
762,0
763,30
764,2
765,7
766,25
767,34
768,35
769,39
770,37
771,18
772,39
773,13
774,24
775,21
776,43
777,25
778,48
779,34
780,37
781,18
782,24
783,43
784,6
785,20
786,39
787,39
788,34
789,31
790,18
791,19
792,13
793,7
794,24
795,37
796,43
797,36
798,5
799,37
800,0
801,12
802,7
803,36
804,34
805,31
806,34
807,46
808,34
809,0
810,39
811,32
812,26
813,3
814,21
815,23
816,14
817,34
818,5
819,0
820,31
821,8
822,45
823,5
824,43
825,8
826,28
827,32
828,34
829,8
830,12
831,46
832,8
833,21
834,6
835,23
836,7
837,6
838,39
839,43
840,21
841,9
842,32
843,28
844,37
845,19
846,26
847,18
848,21
849,34
850,34
851,21
852,37
853,20
854,12
855,2
856,37
857,28
858,9
859,5
860,45
861,13
862,36
863,30
864,5
865,17
866,25
867,43
868,33
869,32
870,6
871,41
872,2
873,36
874,0
875,34
876,31
877,23
878,5
879,7
880,38
881,7
882,14
883,34
884,7
885,36
886,6
887,43
888,34
889,22
890,24
891,12
892,5
893,21
894,33
895,13
896,22
897,20
898,4
899,36
900,21
901,28
902,0
903,9
904,19
905,37
906,20
907,34
908,18
909,13
910,28
911,37
912,23
913,25
914,17
915,2
916,48
917,2
918,37
919,6
920,5
921,48
922,23
923,7
924,0
925,5
926,14
927,22
928,36
929,3
930,24
931,34
932,48
933,36
934,17
935,35
936,43
937,5
938,34
939,5
940,1
941,1
942,34
943,34
944,7
945,43
946,22
947,48
948,34
949,0
950,9
951,35
952,25
953,9
954,36
955,32
956,17
957,34
958,18
959,43
960,20
961,32
962,34
963,34
964,14
965,37
966,45
967,33
968,1
969,37
970,20
971,0
972,8
973,32
974,0
975,41
976,21
977,5
978,21
979,13
980,8
981,23
982,48
983,45
984,23
985,31
986,34
987,33
988,34
989,34
990,34
991,9
992,39
993,45
994,7
995,17
996,43
997,7
998,36
999,24
1000,39
1001,36
1002,39
1003,34
1004,26
1005,7
1006,25
1007,34
1008,45
1009,3
1010,34
1011,31
1012,21
1013,0
1014,45
1015,8
1016,21
1017,20
1018,5
1019,21
1020,3
1021,3
1022,37
1023,9
1024,22
1025,14
1026,30
1027,12
1028,43
1029,21
1030,43
1031,30
1032,38
1033,45
1034,36
1035,7
1036,23
1037,18
1038,17
1039,33
1040,38
1041,34
1042,22
1043,46
1044,34
1045,34
1046,12
1047,6
1048,36
1049,43
1050,20
1051,2
1052,9
1053,32
1054,8
1055,41
1056,5
1057,23
1058,43
1059,22
1060,34
1061,30
1062,39
1063,39
1064,14
1065,18
1066,45
1067,37
1068,31
1069,6
1070,3
1071,8
1072,2
1073,5
1074,48
1075,25
1076,4
1077,0
1078,17
1079,34
1080,2
1081,5
1082,34
1083,34
1084,45
1085,25
1086,45
1087,5
1088,17
1089,2
1090,43
1091,43
1092,12
1093,20
1094,0
1095,33
1096,43
1097,48
1098,6
1099,30
1100,17
1101,7
1102,5
1103,25
1104,31
1105,34
1106,33
1107,35
1108,17
1109,32
1110,4
1111,34
1112,20
1113,21
1114,1
1115,34
1116,20
1117,23
1118,31
1119,41
1120,31
1121,31
1122,7
1123,31
1124,33
1125,33
1126,24
1127,48
1128,3
1129,43
1130,14
1131,32
1132,31
1133,36
1134,25
1135,13
1136,42
1137,5
1138,22
1139,7
1140,13
1141,21
1142,45
1143,2
1144,4
1145,46
1146,25
1147,33
1148,43
1149,34
1150,34
1151,0
1152,34
1153,28
1154,21
1155,34
1156,22
1157,17
1158,25
1159,7
1160,22
1161,48
1162,21
1163,5
1164,35
1165,4
1166,45
1167,36
1168,7
1169,43
1170,48
1171,43
1172,8
1173,25
1174,5
1175,18
1176,12
1177,13
1178,19
1179,5
1180,36
1181,3
1182,1
1183,38
1184,41
1185,13
1186,43
1187,19
1188,5
1189,37
1190,25
1191,33
1192,26
1193,23
1194,21
1195,38
1196,17
1197,36
1198,18
1199,39
1200,1
1201,30
1202,19
1203,33
1204,48
1205,26
1206,18
1207,33
1208,34
1209,19
1210,33
1211,39
1212,24
1213,41
1214,22
1215,32
1216,0
1217,38
1218,5
1219,3
1220,17
1221,28
1222,38
1223,6
1224,48
1225,7
1226,41
1227,14
1228,9
1229,33
1230,34
1231,32
1232,26
1233,36
1234,39
1235,39
1236,17
1237,5
1238,34
1239,0
1240,40
1241,40
1242,31
1243,25
1244,36
1245,20
1246,22
1247,33
1248,9
1249,17
1250,21
1251,4
1252,28
1253,35
1254,39
1255,13
1256,34
1257,30
1258,41
1259,5
1260,3
1261,0
1262,30
1263,34
1264,33
1265,26
1266,35
1267,40
1268,19
1269,34
1270,41
1271,34
1272,45
1273,37
1274,32
1275,33
1276,45
1277,4
1278,5
1279,40
1280,34
1281,22
1282,1
1283,12
1284,25
1285,7
1286,0
1287,34
1288,5
1289,21
1290,39
1291,24
1292,12
1293,39
1294,28
1295,4
1296,37
1297,17
1298,37
1299,13
1300,34
1301,28
1302,7
1303,43
1304,33
1305,2
1306,48
1307,38
1308,24
1309,23
1310,4
1311,40
1312,35
1313,34
1314,19
1315,2
1316,40
1317,48
1318,34
1319,48
1320,24
1321,9
1322,30
1323,36
1324,14
1325,21
1326,12
1327,32
1328,30
1329,38
1330,5
1331,35
1332,7
1333,33
1334,22
1335,8
1336,20
1337,0
1338,3
1339,34
1340,5
1341,35
1342,1
1343,43
1344,34
1345,35
1346,43
1347,12
1348,36
1349,21
1350,38
1351,36
1352,31
1353,3
1354,17
1355,0
1356,26
1357,8
1358,6
1359,43
1360,5
1361,7
1362,34
1363,12
1364,43
1365,34
1366,34
1367,19
1368,9
1369,13
1370,35
1371,25
1372,35
1373,26
1374,6
1375,22
1376,5
1377,21
1378,34
1379,14
1380,5
1381,33
1382,31
1383,0
1384,37
1385,31
1386,43
1387,25
1388,13
1389,34
1390,12
1391,5
1392,33
1393,26
1394,40
1395,36
1396,35
1397,39
1398,28
1399,26
1400,33
1401,9
1402,40
1403,38
1404,34
1405,23
1406,25
1407,34
1408,12
1409,19
1410,0
1411,32
1412,0
1413,30
1414,8
1415,36
1416,37
1417,2
1418,30
1419,1
1420,38
1421,28
1422,40
1423,20
1424,36
1425,24
1426,41
1427,22
1428,34
1429,12
1430,40
1431,12
1432,18
1433,40
1434,32
1435,33
1436,6
1437,23
1438,21
1439,36
1440,35
1441,6
1442,6
1443,43
1444,46
1445,34
1446,40
1447,4
1448,8
1449,43
1450,34
1451,20
1452,2
1453,18
1454,32
1455,33
1456,35
1457,32
1458,14
1459,3
1460,30
1461,13
1462,23
1463,13
1464,33
1465,23
1466,22
1467,14
1468,5
1469,34
1470,5
1471,22
1472,9
1473,41
1474,34
1475,34
1476,31
1477,36
1478,24
1479,39
1480,36
1481,5
1482,5
1483,3
1484,26
1485,39
1486,21
1487,4
1488,12
1489,34
1490,23
1491,34
1492,0
1493,4
1494,24
1495,34
1496,30
1497,35
1498,1
1499,34
1500,28
1501,39
1502,21
1503,37
1504,26
1505,0
1506,37
1507,20
1508,32
1509,22
1510,2
1511,23
1512,9
1513,0
1514,33
1515,37
1516,31
1517,33
1518,13
1519,28
1520,35
1521,0
1522,35
1523,34
1524,8
1525,6
1526,4
1527,34
1528,34
1529,30
1530,35
1531,23
1532,21
1533,36
1534,34
1535,40
1536,30
1537,7
1538,28
1539,44
1540,21
1541,34
1542,4
1543,34
1544,34
1545,5
1546,31
1547,14
1548,28
1549,18
1550,14
1551,32
1552,24
1553,5
1554,9
1555,12
1556,34
1557,2
1558,34
1559,34
1560,36
1561,34
1562,43
1563,34
1564,34
1565,34
1566,39
1567,28
1568,31
1569,23
1570,41
1571,13
1572,8
1573,2
1574,23
1575,34
1576,28
1577,37
1578,23
1579,21
1580,39
1581,39
1582,39
1583,0
1584,39
1585,21
1586,18
1587,41
1588,12
1589,17
1590,34
1591,38
1592,17
1593,0
1594,12
1595,2
1596,34
1597,22
1598,2
1599,38
1600,8
1601,24
1602,12
1603,34
1604,37
1605,43
1606,35
1607,20
1608,2
1609,31
1610,24
1611,39
1612,48
1613,14
1614,20
1615,39
1616,2
1617,7
1618,38
1619,33
1620,45
1621,28
1622,43
1623,1
1624,9
1625,26
1626,33
1627,39
1628,14
1629,5
1630,30
1631,20
1632,41
1633,0
1634,45
1635,40
1636,12
1637,37
1638,23
1639,39
1640,37
1641,38
1642,34
1643,37
1644,36
1645,38
1646,24
1647,31
1648,33
1649,23
1650,31
1651,8
1652,45
1653,45
1654,46
1655,34
1656,19
1657,45
1658,34
1659,34
1660,18
1661,31
1662,41
1663,41
1664,9
1665,7
1666,7
1667,25
1668,9
1669,2
1670,33
1671,1
1672,48
1673,45
1674,34
1675,30
1676,0
1677,19
1678,46
1679,4
1680,14
1681,3
1682,34
1683,36
1684,28
1685,17
1686,22
1687,18
1688,1
1689,20
1690,26
1691,34
1692,28
1693,1
1694,35
1695,43
1696,4
1697,22
1698,30
1699,8
1700,8
1701,37
1702,45
1703,24
1704,17
1705,8
1706,17
1707,36
1708,21
1709,25
1710,5
1711,4
1712,32
1713,33
1714,18
1715,8
1716,30
1717,14
1718,36
1719,28
1720,12
1721,37
1722,23
1723,17
1724,32
1725,7
1726,12
1727,28
1728,14
1729,8
1730,20
1731,17
1732,34
1733,33
1734,0
1735,7
1736,8
1737,43
1738,9
1739,5
1740,1
1741,41
1742,2
1743,19
1744,46
1745,1
1746,46
1747,38
1748,43
1749,7
1750,18
1751,36
1752,31
1753,20
1754,25
1755,12
1756,13
1757,43
1758,3
1759,19
1760,43
1761,45
1762,36
1763,46
